Text,Emotion,Translation,Emotion_Traduzida
im so great for having gone to that class feeling was gone replaced by a sense of melancholy for what once was for the body that used to be able to move,sadness,Eu sou tão bom por ter ido a esse sentimento de classe foi substituído por uma sensação de melancolia pelo que antes era para o corpo que costumava ser capaz de se mover,tristeza
i feel to be the five most important holiday films of all time,happy,Eu sinto ser os cinco filmes de férias mais importantes de todos os tempos,felicidade
i feel a little vain i guess but last time i did this i seriously composed a a href http inthewarmholdofyourlovingmind,sadness,"Eu me sinto um pouco vaidosa, mas da última vez que fiz isso, componho seriamente um href http inthewarmholdofyourlovingmind",tristeza
i feel a bit discouraged,sadness,Eu me sinto um pouco desanimado,tristeza
i feel like my house is constantly messy and i feel like i am always cleaning up after them,sadness,Eu sinto que minha casa está constantemente bagunçada e sinto que estou sempre limpando depois deles,tristeza
i generally only use the practice shoes for party when i m feeling more casual about it i,happy,Eu geralmente só uso os sapatos de prática para a festa quando estou me sentindo mais casual sobre isso eu,felicidade
i feel strongly impressed that there must be something for me to do,surprise,Sinto -me fortemente impressionado que deve haver algo para eu fazer,surpresa
i saw lil seb i feel in love and thought he be perfect to carry around with me while i explore baltimore,happy,"Eu vi Lil Seb, eu me sinto apaixonado e pensei que ele era perfeito para levar comigo enquanto exploro Baltimore",felicidade
i feel rushed trying to get everything together late at night,anger,Sinto -me apressado tentando reunir tudo tarde da noite,raiva
i was left feeling bothered by it for a long time afterwards,anger,Fiquei me sentindo incomodado por isso por muito tempo depois,raiva
i only have to think about a high school experience and i instantly feel like that shy confused and terrorised teenager again,fear,Eu só tenho que pensar em uma experiência no ensino médio e instantaneamente me sinto como aquele adolescente confuso e terrorizado de novo,medo
i especially have trouble socializing with females now before i moved away from my friends and family i actually preferred being with my female friends than with my male friends simply because i did not enjoy feeling like i had to offset my effeminacy and repressed homosexuality,sadness,"Eu tenho problemas especialmente para socializar com as mulheres agora antes de me afastar de meus amigos e familiares, prefiro estar com minhas amigas do que com meus amigos masculinos simplesmente porque não gostava de sentir que tinha que compensar minha efiminacia e homossexualidade reprimida",tristeza
ive been experimenting with lemony cakes and after several tests i feel i must share with you the recipe for this lemon and vanilla buttermilk cake because it is utterly delicious,happy,"Eu tenho experimentado bolos de limão e, após vários testes, sinto que devo compartilhar com você a receita para este bolo de limão e baunilha porque é totalmente delicioso",felicidade
i reached down to feel what that strange sensation was and i felt something there,fear,Eu me abaixei para sentir o que era essa sensação estranha e senti algo lá,medo
i got to feel that kind of joy was during college and even then i was still caring for others providing for others and just generally being elizabeth,love,"Eu senti que esse tipo de alegria foi durante a faculdade e, mesmo assim, eu ainda estava cuidando dos outros que fornecem aos outros e geralmente sendo Elizabeth",amor
im feeling awfully overwhelmed by everything right now the demands from mother the needs of my family trying to shield my dear husband from as much as possible the list goes on and on,surprise,Estou me sentindo muito impressionado com tudo agora as demandas da mãe as necessidades da minha família tentando proteger meu querido marido o máximo possível a lista continua e,surpresa
i was tempted at first to name one of the many projects that the archdiocese has underway that i feel very passionate about like the restoration of saint patrick s cathedral or the strategic plan for our excellent catholic schools,love,Fui tentado a princípio a citar um dos muitos projetos que a arquidiocese está em andamento pela qual me sinto muito apaixonado como a restauração da Catedral de São Patrício ou o plano estratégico para nossas excelentes escolas católicas,amor
i do have a feeling it ll be a productive relationship,happy,Eu tenho a sensação de que será um relacionamento produtivo,felicidade
i feel like there is a tender spot still empathizing and feeling alongside those who are suffering,love,Eu sinto que há um ponto sensível ainda empatia e sentindo ao lado daqueles que estão sofrendo,amor
i feel like he should have waited for a girl who was less messy,sadness,Eu sinto que ele deveria ter esperado por uma garota que estava menos bagunçada,tristeza
"Ian Fleming 's superhero first appeared in Issue 4 of ZZAP ! , much to the dismay of the reviewing te",fear,"O super -herói de Ian Fleming apareceu pela primeira vez na edição 4 do ZZAP! , para grande consternação da revisão",medo
i am still feeling gloomy and down,sadness,Eu ainda estou me sentindo sombrio e abaixo,tristeza
i totally and completely feel free doing that is amongst like minded souls,happy,Eu me sinto totalmente e completamente à vontade fazendo isso está entre as almas da mente como,felicidade
i feel inadequate in those moments as a momma,sadness,Eu me sinto inadequado nesses momentos como uma mamãe,tristeza
i take the offense that is most frightening to me when i am feeling the most vulnerable in close relationships with others and i draw that offense and all my frightful vulnerability into the love of god into the mercy seat that fills me full,fear,"Eu tomo a ofensa que é mais assustadora para mim quando estou me sentindo o mais vulnerável em relacionamentos estreitos com os outros, e eu atraio essa ofensa e toda a minha assustadora vulnerabilidade ao amor de Deus no assento da misericórdia que me enche",medo
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,fear,"Esperando que minha namorada venha de ela adequada para a minha, ela estava muito tarde e eu pensei que algo horrível havia acontecido",medo
im feeling more outgoing and happy since being off the medication,happy,Estou me sentindo mais extrovertido e feliz desde que está fora do medicamento,felicidade
i opened the first window whilst listening to a certain mariah carey christmas classic on the radio so im feeling pretty festive this morning,happy,"Abri a primeira janela enquanto ouvia um certo clássico de Natal de Mariah Carey no rádio, então estou me sentindo muito festivo esta manhã",felicidade
i had faced were loneliness anxiety and feeling homesick comparing each penny spent here and converting same in indian currency feeling like i have spent a lot getting nervous in early days of new responsibility and last but not the least uk weather,sadness,"Eu tinha enfrentado a ansiedade da solidão e sentindo saudades de casa comparando cada centavo que passou aqui e convertendo o mesmo na moeda indiana, sentindo que gastei muito ficando nervoso nos primeiros dias de nova responsabilidade e por último, mas não pelo menos o tempo do Reino Unido",tristeza
i ought not come for i stipulation them to feel sorrowful for their skeered rupees which they re assert to the field but i will console for i allusion massou to live,sadness,"Eu não devo vir para estipular que eles se sintam tristes por suas rúpias skered que eles afirmam no campo, mas vou consolar para que eu alojasse Massou para viver",tristeza
i feel what i m thinking so she can be reassured about what she means to me,happy,Sinto o que estou pensando para que ela possa ter certeza do que ela significa para mim,felicidade
i am feeling quite distressed and dejected over my battle with insomnia,fear,Estou me sentindo bastante angustiado e abatido pela minha batalha com a insônia,medo
i would veer from feeling utterly terrified to utterly disorientated to utterly queasy,fear,Eu iria me sentir totalmente aterrorizado a totalmente desorientado a totalmente enjoado,medo
i feel more hostile towards sarcoidosis than usual,anger,Eu me sinto mais hostil em relação à sarcoidose do que o normal,raiva
i dont care how churchy or cheesy i sound right now its such a truth i feel in my heart that im so convinced its him i cant make this stuff up on my own,happy,Eu não me importo como igreja ou brega eu pareço agora é uma verdade que sinto em meu coração que estou tão convencido que ele não posso inventar essas coisas sozinhas,felicidade
i feel petty and mean unemotional when im with her,anger,Eu me sinto mesquinho e quero dizer sem emoção quando estou com ela,raiva
i had a feeling he wouldn t be friendly about it,happy,Eu tive a sensação de que ele não seria amigável com isso,felicidade
i feel this energy of the divine flame,happy,Eu sinto essa energia da chama divina,felicidade
i would have taken more but something feels weird about going to a foreign country and taking pictures of places and things that most of the people probably consider commonplace,fear,"Eu teria levado mais, mas algo parece estranho em ir a um país estrangeiro e tirar fotos de lugares e coisas que a maioria das pessoas provavelmente considera comum",medo
i feel so alone and im just going out of my mind,sadness,Eu me sinto tão sozinho e estou apenas saindo da minha mente,tristeza
i feel like i am doomed to a life of sleep obsession,sadness,Eu sinto que estou condenado a uma vida de obsessão do sono,tristeza
i hate the expectation that i must need a man in my life to feel worthwhile or valued,happy,Eu odeio a expectativa de que preciso precisar de um homem em minha vida para sentir que vale a pena ou valorizado,felicidade
i am feeling shaky and tired i feel like i do when i go on a long run without eating and come home and just really wanting a banana or some gatorade,fear,"Estou me sentindo trêmulo e cansado, sinto que faço quando vou fazer uma longa corrida sem comer e voltar para casa e realmente querer uma banana ou um pouco de gatorade",medo
i have been feeling overwhelmed with it all and needing to take time out,surprise,Estou me sentindo sobrecarregado com tudo e preciso tirar um tempo,surpresa
i begin to feel a dull ache in my left side,sadness,Começo a sentir uma dor maçante no meu lado esquerdo,tristeza
i feel like there are a couple of castanets songs i really liked over the last five or eight years but i feel like ray raposa just got lost in that wave of freak folk that rolled in and crested in like and then got washed back out to sea,love,"Eu sinto que existem algumas músicas de Castanets que eu realmente gostei nos últimos cinco ou oito anos, mas sinto que Ray Raposa acabou de se perder naquela onda de pessoas esquisitas que rolaram e criticadas e depois foram lavadas para o mar para o mar",amor
im feeling jolly by a href http www,happy,Estou me sentindo alegre por um href http www,felicidade
i am feeling i still should be caring and concerned,love,Estou me sentindo que ainda deveria estar cuidando e preocupado,amor
i feel a bit devastated because i really thought this was it and all that ive been through for this relationship would be worth it,sadness,Eu me sinto um pouco arrasado porque eu realmente pensei que era isso e tudo o que eu passei para esse relacionamento valeria a pena,tristeza
im currently in a phase of feeling very positive and optimistic about graduation though that tends to range on a daily basis between euphoria and deep deep depression so no bets on how ill feel about it tomorrow,happy,"Atualmente, estou em uma fase de me sentindo muito positiva e otimista com a graduação, mas isso tende a variar diariamente entre a euforia e a profunda depressão profunda, então não há apostas sobre como se sentirá mal sobre isso amanhã",felicidade
i just cant help but feel like i must protect this innocent being,happy,Eu simplesmente não posso deixar de sentir que devo proteger esse ser inocente,felicidade
i can still feel the anger pounding in my ears but the certainty is starting to trickle away leaving me shaken and unsure,fear,"Ainda posso sentir a raiva batendo em meus ouvidos, mas a certeza está começando a se afastar, deixando -me abalado e inseguro",medo
i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,anger,"Eu me sinto sobre isso totalmente e completamente irritado, triste, triste e decepcionado e absolutamente furioso no Mudder, o maior rasgo no planeta Terra",raiva
i guess i just need to see how it goes so while im feeling very nervous im also very excited,fear,"Eu acho que só preciso ver como acontece, enquanto estou me sentindo muito nervoso, também estou muito animado",medo
i feel exhausted just by writing that,sadness,Eu me sinto exausto apenas escrevendo isso,tristeza
i know what a car feels like when its running out of gas so i maneuvered to a blank spot in the parking lot and had myself a little think,sadness,"Eu sei como é um carro quando está ficando sem gasolina, então eu manobrai para um ponto em branco no estacionamento e me pensei um pouco",tristeza
i just feel really irritable and everything drives me insane,anger,Eu me sinto muito irritado e tudo me deixa louco,raiva
i want to feel intelligent sexy cute funny,happy,Eu quero me sentir inteligente sexy fofo engraçado,felicidade
"I coped at the time but now , five years on , I feel guilty and resentful about the whole aff",anger,"Eu lidei na época, mas agora, cinco anos depois, me sinto culpado e ressentido com todo",raiva
"They stared at one another in dismay , the sad , small wickedness of their friends and neighbours strewn around their minds like dirty confetti from a party long pa",fear,"Eles se encararam em consternação, a triste e pequena maldade de seus amigos e vizinhos espalhados em volta de suas mentes como confetes sujos de uma festa longa, PA",medo
i think it makes the marathon feel more worthwhile,happy,Eu acho que faz a maratona se sentir mais a pena,felicidade
i couldnt help but feel a little selfish for wanting her to stay but in relationships of this sort youd better get used to some premature goodbyes,anger,"Eu não pude deixar de me sentir um pouco egoísta por querer que ela fique, mas em relacionamentos desse tipo você se acostumará com alguns adeus prematuros",raiva
i feel really petty at the moment because i am extremely angry because im broke at the moment and it sort of pisses me off,anger,Eu me sinto muito mesquinho no momento porque estou extremamente zangado porque estou quebrado no momento e isso meio que me irrita,raiva
i feel a little more relaxed,happy,Eu me sinto um pouco mais relaxado,felicidade
i suppose i felt odd and different too and liked to feel accepted even on a superficial level for an hour or two,love,Suponho que me senti estranho e diferente e gostei de me sentir aceito mesmo em um nível superficial por uma ou duas horas,amor
i still feel really shaken about the whole thing,fear,Eu ainda me sinto muito abalado com a coisa toda,medo
i was playing a sport in an advanced pe class and many of the people were not advanced,anger,Eu estava praticando um esporte em uma classe de educação física avançada e muitas das pessoas não foram avançadas,raiva
i asked feeling outraged,anger,Eu perguntei me sentindo indignado,raiva
i did feel rather like a celebrity and widget stood and let herself be admired while she drank orange squash from my cup,happy,Eu me senti bastante como uma celebridade e um widget se levantou e se deixou admirado enquanto bebia abóbora laranja da minha xícara,felicidade
i feel fooled played and now relieved,happy,Sinto -me enganado e agora aliviado,felicidade
i want to commit to continuing to post here once a week or so but i want those posts to only be about books i feel completely passionate about or have a diversionary story to connect to them that might make you laugh,happy,"Quero me comprometer a continuar postando aqui uma vez por semana, mas quero que essas postagens sejam apenas sobre livros que me sinto completamente apaixonado ou tenha uma história diversionária para se conectar a eles que possam fazer você rir",felicidade
i feel afraid to have a voice and im just a guest,fear,Tenho medo de ter uma voz e sou apenas um convidado,medo
i know that sounds really recycled and generic but its actually how i feel i love to sing and would more than love to make a living doing that but im going to school because i know that its not in the cards for all the talented people in the world to make it in the music business,happy,"Eu sei que parece realmente reciclado e genérico, mas é como me sinto cantar e adoraria ganhar a vida fazendo isso, mas vou para a escola porque sei que não está nas cartas para todas as pessoas talentosas do mundo para fazer isso no negócio musical",felicidade
i feel fine now even though ive just burned the dinner oops,happy,"Eu me sinto bem agora, embora eu tenha queimado o jantar opa",felicidade
i did not know this i could not look out upon the sea and sky without feeling mildly discontent,sadness,"Eu não sabia disso, não podia olhar para o mar e o céu sem me sentir levemente descontente",tristeza
i feel the pressure to be funny all the time,surprise,Eu sinto a pressão para ser engraçado o tempo todo,surpresa
i know luh feeling damn awkward can,sadness,Eu sei que luh me sentindo mal,tristeza
i feel so appreciative to the owners of this cafe,happy,Sinto -me tão agradecido pelos proprietários deste café,felicidade
i get a little gripped about timing i feel frantic in my thoughts,fear,Fico um pouco agitado com o tempo que me sinto frenética em meus pensamentos,medo
i wanted to do something different today and that feeling was inside of me so intensely strong,happy,Eu queria fazer algo diferente hoje e esse sentimento estava dentro de mim tão intensamente forte,felicidade
i found myself feeling a bit overwhelmed,surprise,Eu me senti um pouco sobrecarregado,surpresa
i personally feel a little offended i put millennia of brainstorming into those particular three vices,anger,"Pessoalmente, sinto -me um pouco ofendido, coloquei milênios de brainstorming naqueles três vícios em particular",raiva
i feel to being distracted with things that take up my attention or interests that keep me from more focused times of prayer and reading his word,anger,Sinto estar distraído com coisas que chamam minha atenção ou interesses que me impedem de tempos de oração mais focados e ler sua palavra,raiva
i was feeling playful so i danced around the place,happy,"Eu estava me sentindo brincalhão, então dancei em torno do lugar",felicidade
"Sybil 's expression , which had become momentarily sad , softened into a tender smile that was wholly natura",sadness,"A expressão de Sybil, que ficou momentaneamente triste, amolecida em um sorriso terno que era totalmente natural",tristeza
i should have known better if you are traveling with the military and you feel satisfied there is definitely something wrong,happy,"Eu deveria ter conhecido melhor se você estiver viajando com os militares e você se sentir satisfeito, definitivamente há algo errado",felicidade
i read too much about discovery and exploration in the wild west and while i feel that those concepts are precious taking part in them often myself this book just brings a refined feel when i sit back in the chair for some quiet time,happy,"Eu li muito sobre descoberta e exploração no oeste selvagem e, embora sinto que esses conceitos sejam preciosos que participam deles frequentemente, este livro apenas traz uma sensação refinada quando me sento na cadeira por algum tempo quieto",felicidade
i love life feel optimistic and lucky,happy,Eu amo a vida me sinto otimista e sortuda,felicidade
i actually feel halfway benevolent,happy,"Na verdade, me sinto meio benevolente",felicidade
i was feeling discouraged and disgruntled and i was a href http tracifishbowl,sadness,Eu estava me sentindo desanimado e descontente e eu era um http tracifishbowl,tristeza
im also feeling more energetic and able to keep going for a better part of the day,happy,Também estou me sentindo mais enérgico e capaz de continuar uma parte melhor do dia,felicidade
i mean obviously yes i did a hour round trip to perform for minutes and had a seriously dodgy chinese meal which has left me feeling decidedly delicate but overall i really enjoyed myself,love,"Quero dizer, obviamente sim, eu fiz uma viagem de ida e volta para me apresentar por minutos e tive uma refeição chinesa seriamente desonesta que me deixou decididamente delicado, mas no geral eu realmente me gostei",amor
i don t feel that longing,love,Eu não sinto aquele desejo,amor
im still feeling needy and what my human family cannot possibly give me i am looking elsewhere,sadness,"Ainda estou me sentindo carente e o que minha família humana não pode me dar, estou olhando em outro lugar",tristeza
im feeling pleased and glad that other people like thaliad and want to celebrate it,happy,Estou me sentindo satisfeito e feliz por outras pessoas gostarem de thaliad e querem celebrar,felicidade
i feel charming,happy,Eu me sinto charmoso,felicidade
An agitated old lady addressed Ramsey severely and asked why he did not go back to his own country and do good there instead of stirring up trouble in the United Stat,fear,"Uma velha agitada se dirigiu a Ramsey severamente e perguntou por que ele não voltou para seu próprio país e fez o bem lá, em vez de provocar problemas no United Stat",medo
im sure he remembers what it feels like to have a delicious pregnant wife,happy,Tenho certeza que ele se lembra de como é ter uma deliciosa esposa grávida,felicidade
i tend to have a discomforting feeling or maybe get disturbed but that sense of emotion only plays out the way the book is being interpreted,sadness,"Eu tendem a ter um sentimento desconfortável ou talvez fico perturbado, mas esse senso de emoção só se desenrola da maneira como o livro está sendo interpretado",tristeza
im also still feeling whiney as hell so its possible i could rant a bit today,sadness,"Ainda estou me sentindo chorando como o inferno, então é possível que eu possa reclamar um pouco hoje",tristeza
i just feel that as my reader and loyal subscriber you need to be informed about how great butterfly marketing really is and not be taken for a ride so i can bank some chunky commissions,love,"Eu apenas sinto que, como meu leitor e assinante leal, você precisa ser informado sobre como o marketing de borboleta realmente é e não é levado para um passeio para que eu possa dar algumas comissões grossas",amor
i am feeling content and happy with myself,happy,Estou me sentindo contente e feliz comigo mesmo,felicidade
im feeling a bit gloomy and blah today so this a href http lunajubilee,sadness,"Estou me sentindo um pouco sombrio e blá hoje, então é um href http lunajubilee",tristeza
i feel a bit strange saying it,surprise,Eu me sinto um pouco estranho dizendo isso,surpresa
i feel the gentle press of the seed through the soil,love,Eu sinto a prensa suave da semente através do solo,amor
i finally have access to the website on our development site and am in absolute rapture and delight over how it looks feels and even functions and amazed that my baby has finally arrived,surprise,Finalmente tenho acesso ao site em nosso site de desenvolvimento e estou em absoluto arrebatamento e prazer sobre como se parece e até funções e surpreendido que meu bebê finalmente chegou,surpresa
i get up to refill my coffee and feel that pleasant and familiar ache it reminds me how much i miss the whole body conversations you can have when you re sitting on a good good horse,happy,Levanto -me para reabastecer meu café e sinto que uma dor agradável e familiar me lembra o quanto eu sinto falta de todas as conversas do corpo que você pode ter quando estiver sentado em um bom cavalo bom,felicidade
i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,sadness,"Eu tento entrar em pelo menos minutos por dia cinco dias por semana, embora eu seja conhecido por pular um treino se estou me sentindo particularmente letárgico ou preguiçoso",tristeza
i read other peoples posts there are moments where i feel id give my left fingernail to be them my left fingernail is precious because its the only one i can polish perfectly out of the,happy,"Eu li postagens de outras pessoas, há momentos em que sinto que eu dou minha unha à esquerda para ser eles, minha unha esquerda é preciosa porque é o único que eu posso polir perfeitamente",felicidade
"Not so much a merciful touch , more likely a measure to prevent suddenly terror-stricken passengers from attempting to escape into the cro",fear,"Não é tanto um toque misericordioso, provavelmente uma medida para impedir os passageiros repentinamente atingidos por terror de tentar escapar no CRO",medo
i didnt start feeling nervous until friday and on saturday i didnt feel as much nervous as scared and respectful of the enormous challenge that laid before me,fear,Eu não comecei a me sentir nervoso até sexta -feira e no sábado não me senti tão nervoso quanto assustado e respeitoso com o enorme desafio que colocou diante de mim,medo
i could feel the muscles in my arches ankles and calves working to support my stride and i felt so much more graceful,happy,Eu podia sentir os músculos nos meus arcos tornozelos e bezerros trabalhando para apoiar meu passo e me senti muito mais gracioso,felicidade
i cant help but feel distraught,fear,Eu não posso deixar de me sentir perturbado,medo
i feel like i need to emphasize that because i was very impressed with the color of it,surprise,Sinto que preciso enfatizar isso porque fiquei muito impressionado com a cor dele,surpresa
i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive,anger,"Eu nunca quero ser rude, mesmo quando sinto que alguém foi rude comigo e mesmo assim eu não quero, sinto que preciso gostar se não esgotar o agressor completamente, ficarei em lágrimas na frente de todos porque sou muito sensível",raiva
i know i need sleep feeling dissatisfied with myself for what i ve yet to accomplish instead of glowing with pride at all i ve done,anger,"Eu sei que preciso dormir me sentindo insatisfeito comigo mesmo pelo que ainda tenho para realizar, em vez de brilhar de orgulho",raiva
i was supposed to be working on a grant application but feeling overwhelmed i decided to curl up with my computer and netflix,surprise,"Eu deveria estar trabalhando em um pedido de subsídio, mas me sentindo sobrecarregado, decidi me enrolar com meu computador e Netflix",surpresa
i am feeling very unloved,sadness,Estou me sentindo muito amado,tristeza
i didnt feel gloomy,sadness,Eu não me senti sombrio,tristeza
im begging fate not to mess with the next cycle to let it look as pretty as this one so i can at least go in feeling reassured,happy,Estou implorando o destino para não mexer com o próximo ciclo para deixá -lo parecer tão bonito quanto este para que eu possa pelo menos continuar me sentindo tranquilo,felicidade
i still feel so empty and lonely,sadness,Eu ainda me sinto tão vazio e sozinho,tristeza
i had to lose my best friends to be with the one who can make me feel forever contented with life and be eternally happy,happy,Eu tive que perder meus melhores amigos para estar com aquele que pode me fazer sentir eternamente contente com a vida e ser eternamente feliz,felicidade
i feel kind of ashamed when i write down things like sat on the couch and watched antm marathon,sadness,Sinto -me meio envergonhado quando escrevo coisas como sentado no sofá e assisti a maratona de Antm,tristeza
i know i feel vulnerable,fear,Eu sei que me sinto vulnerável,medo
i decide to take ill still feel ive resolved a win win situation,happy,Eu decido tomar mal ainda sinto que resolvi uma situação de vitória na vitória,felicidade
i feel so discontent with this decision,sadness,Eu me sinto tão descontente com esta decisão,tristeza
i am less sensitive and my feelings are less easily hurt,sadness,Eu sou menos sensível e meus sentimentos são menos facilmente feridos,tristeza
i will not consider homeschooling unless i feel we have exhausted every other option if i homeschool it will be temporary and my children will participate in non homeschooling activities as much as possible,sadness,"Não vou considerar o ensino em casa, a menos que sinta que esgotamos todas as outras opções se eu escolar em casa, será temporário e meus filhos participarão de atividades que não sejam de educação em casa o máximo possível",tristeza
i entered the office though feeling the monday blues with a joyful and serene spirit dominating,happy,"Entrei no escritório, sentindo o blues de segunda -feira com um espírito alegre e sereno dominando",felicidade
i feel intimidated to go there again at that time for fear it will happen again,fear,Sinto -me intimidado para ir lá novamente naquele momento por medo de que isso aconteça novamente,medo
when a friend dropped a frog down my neck,anger,Quando um amigo deixou cair um sapo no meu pescoço,raiva
i have been labeled the accuser and for this reason i feel it is my responsibility to bring to your attention this information about whom you have believed to be faithful,happy,"Fui rotulado como acusador e, por esse motivo, sinto que é minha responsabilidade chamar sua atenção essas informações sobre quem você acredita ser fiel",felicidade
i feel like im worthless,sadness,Eu sinto que sou inútil,tristeza
i feel like a frightened little child more than anyone could ever know,fear,Eu me sinto como uma criança assustada mais do que alguém jamais poderia saber,medo
i found myself feeling nostalgic as i thought about the temporarily abandoned little bishop chronicles,love,Eu me senti me sentindo nostálgico enquanto pensava nas crônicas de bispo de bispo temporariamente abandonadas,amor
i feel like learning not to judge people is the most important thing we can take away from this reading,happy,Eu sinto vontade de aprender a não julgar as pessoas é a coisa mais importante que podemos tirar dessa leitura,felicidade
i do not see but could feel that she is someone i am very reluctant to let go,fear,"Eu não vejo, mas podia sentir que ela é alguém que estou muito relutante em deixar ir",medo
i am not sure if we should buy more but my hubby and i are feeling pretty impressed,surprise,"Não tenho certeza se devemos comprar mais, mas meu marido e eu estamos nos sentindo muito impressionados",surpresa
i really feel guilty about them any more,sadness,Eu realmente me sinto mais culpado por eles,tristeza
i feel like i ve been beaten up by an american footballer then run over by a london bus,sadness,Sinto que fui espancado por um jogador de futebol americano e depois atropelado por um ônibus de Londres,tristeza
im feeling more comfortable with derby i feel as though i can start to step out my shell,happy,"Estou me sentindo mais confortável com o derby, sinto que posso começar a sair da minha concha",felicidade
im feeling pretty disheartened by the whole thing,sadness,Estou me sentindo muito desanimado com a coisa toda,tristeza
i didnt use to feel embarrassed walking by people in it at the pool,sadness,Eu não costumava me sentir envergonhado andando por pessoas na piscina,tristeza
i feel hesitant about talking about this,fear,Sinto -me hesitante em falar sobre isso,medo
i closed my eye taking in the feeling wishing that i could go back in time and re live these amazing moments when i opened my eyes i was taken back by fahad s presence he was leaning against the skeleton of the swing set and smiling at me,surprise,"Fechei meus olhos aprendendo o sentimento desejando poder voltar no tempo e viver esses momentos incríveis em que abri meus olhos, fui levada de volta pela presença de Fahad que ele estava encostado no esqueleto do conjunto de balanços e sorrindo para mim",surpresa
i really feel that im the least talented person on the stage but somehow god uses my talent for his glory,happy,"Eu realmente sinto que sou a pessoa menos talentosa no palco, mas de alguma forma Deus usa meu talento para sua glória",felicidade
im sure they feel the more caring loving people in the kids lives the better,love,"Tenho certeza de que eles sentem as pessoas mais atenciosas e amorosas nas crianças, vive, melhor",amor
i have these terrible feelings that i hyped myself up to be more talented than i am,happy,Eu tenho esses sentimentos terríveis que me empolguei para ser mais talentoso do que sou,felicidade
im feeling so devastated by losing something that others may see as trivial my god takes on that weight as if it was his own,sadness,Estou me sentindo tão arrasado por perder algo que os outros podem ver como triviais que meu Deus assume esse peso como se fosse seu próprio,tristeza
i and i are feeling especially thankful for so many small blessings in our life right now,happy,Eu e eu estamos nos sentindo especialmente gratos por tantas pequenas bênçãos em nossa vida agora,felicidade
i feel terrible about the lady driver though,sadness,Eu me sinto péssimo com a drora da senhora embora,tristeza
i don t feel that i am being punished for hidden sin in my life,sadness,Não sinto que estou sendo punido pelo pecado oculto em minha vida,tristeza
